SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2018 42nd Ave,San Francisco,CA,94116,899000,2,1.0,San Francisco,905,3000,1951,7,993,,Active,August-8-2021 02:00 PM,August-8-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/2018-42nd-Ave-94116/home/1894818,San Francisco MLS,421578336,N,Y,37.7490316,-122.5006101
MLS Listing,,Condo/Co-op,148 Corwin St,San Francisco,CA,94114,1699000,2,2.5,San Francisco,1619,2420,1958,7,1049,294,Active,,,http://www.redfin.com/CA/San-Francisco/148-Corwin-St-94114/home/1437661,San Francisco MLS,421580079,N,Y,37.757874,-122.4405
MLS Listing,,Condo/Co-op,445 Francisco St #100,San Francisco,CA,94133,1295000,2,2.0,San Francisco,1132,44663,2001,7,1144,796,Active,August-8-2021 10:00 AM,August-8-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/445-Francisco-St-94133/unit-100/home/114077171,San Francisco MLS,421578296,N,Y,37.8046669,-122.4126295
MLS Listing,,Single Family Residential,348 Eureka St,San Francisco,CA,94114,2495000,4,3.5,San Francisco,2645,3249,1910,7,943,,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/348-Eureka-St-94114/home/675787,San Francisco MLS,421579943,N,Y,37.7565375,-122.4380564
MLS Listing,,Single Family Residential,151 Hearst Ave,San Francisco,CA,94131,1159000,3,1.0,San Francisco,1369,2809,1948,7,847,,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/151-Hearst-Ave-94131/home/1966828,San Francisco MLS,421575417,N,Y,37.7305914,-122.4409181
MLS Listing,,Single Family Residential,2082 36th Ave,San Francisco,CA,94116,1295000,3,2.0,San Francisco,1645,2060,1954,7,787,,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2082-36th-Ave-94116/home/1351089,San Francisco MLS,421578871,N,Y,37.7482052,-122.4940647
MLS Listing,,Condo/Co-op,188 Minna St Unit 24A,San Francisco,CA,94105,3995000,3,3.0,San Francisco,2027,33056,2005,7,1971,2889,Active,,,http://www.redfin.com/CA/San-Francisco/188-Minna-St-94105/unit-24A/home/22854526,San Francisco MLS,421578834,N,Y,37.7861425,-122.4012961
MLS Listing,,Condo/Co-op,1863 19th Ave,San Francisco,CA,94122,998000,2,2.0,San Francisco,1203,3000,1948,7,830,,Active,,,http://www.redfin.com/CA/San-Francisco/1863-19th-Ave-94122/home/873215,San Francisco MLS,421579002,N,Y,37.7530674,-122.4765991
MLS Listing,,Single Family Residential,662 Hearst Ave,San Francisco,CA,94112,945000,2,1.0,San Francisco,1140,2809,1922,7,829,,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/662-Hearst-Ave-94112/home/1758318,San Francisco MLS,421576548,N,Y,37.7309259,-122.452586
MLS Listing,,Condo/Co-op,1490 Francisco St #3,San Francisco,CA,94123,1299000,2,1.0,San Francisco,920,5000,1924,7,1412,556,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1490-Francisco-St-94123/unit-3/home/175899174,San Francisco MLS,421579747,N,Y,37.802786,-122.4295821
MLS Listing,,Single Family Residential,1921 Washington St,San Francisco,CA,94109,4995000,5,5.5,San Francisco,3518,1428,1914,7,1420,,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1921-Washington-St-94109/home/1876997,San Francisco MLS,421573183,N,Y,37.792646,-122.4249504
MLS Listing,,Single Family Residential,400 Pioche St,San Francisco,CA,94134,1249000,3,2.0,San Francisco,1364,1271,1942,7,916,,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/400-Pioche-St-94134/home/1379332,San Francisco MLS,421578833,N,Y,37.7281357,-122.4225918
MLS Listing,,Condo/Co-op,1233 Howard St Unit 3B,San Francisco,CA,94103,898000,1,2.0,San Francisco,946,14956,2000,7,949,502,Active,,,http://www.redfin.com/CA/San-Francisco/1233-Howard-St-94103/unit-3B/home/22876762,San Francisco MLS,421579001,N,Y,37.775746,-122.411946
MLS Listing,,Condo/Co-op,1900 Sutter St #4,San Francisco,CA,94115,639000,1,1.0,San Francisco,567,9669,1980,7,1127,514,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1900-Sutter-St-94115/unit-4/home/1634711,San Francisco MLS,421576040,N,Y,37.786447,-122.431999
MLS Listing,,Single Family Residential,70 Crestlake Dr,San Francisco,CA,94132,1495000,3,3.0,San Francisco,1900,3297,1936,7,787,,Active,August-7-2021 12:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/70-Crestlake-Dr-94132/home/1873246,San Francisco MLS,421544837,N,Y,37.7354629,-122.4816122
MLS Listing,,Condo/Co-op,637 Powell St #102,San Francisco,CA,94108,1188000,3,2.0,San Francisco,1590,3920,1923,7,747,889,Active,,,http://www.redfin.com/CA/San-Francisco/637-Powell-St-94108/unit-102/home/1973790,San Francisco MLS,421579186,N,Y,37.790666,-122.4090968
MLS Listing,,Condo/Co-op,501 Crescent Way #5409,San Francisco,CA,94134,949000,3,2.0,San Francisco,1424,72305,2006,7,666,510,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/501-Crescent-Way-94134/unit-5409/home/12402609,San Francisco MLS,421578602,N,Y,37.7117617,-122.388583
MLS Listing,,Condo/Co-op,139 Stillman St #6,San Francisco,CA,94107,749000,1,1.5,San Francisco,830,2915,2005,7,902,515,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/139-Stillman-St-94107/unit-6/home/22881602,San Francisco MLS,421555868,N,Y,37.7809242,-122.3971931
MLS Listing,,Condo/Co-op,55 Red Rock Way Unit 106O,San Francisco,CA,94131,475000,0,1.0,San Francisco,474,7396,1972,7,1002,516,Active,August-8-2021 11:00 AM,August-8-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/55-Red-Rock-Way-94131/unit-106O/home/1705165,San Francisco MLS,421570214,N,Y,37.7459864,-122.4410176
MLS Listing,,Condo/Co-op,253 Bocana St,San Francisco,CA,94110,800000,1,1.0,San Francisco,876,1704,1905,8,913,325,Active,August-8-2021 10:00 AM,August-8-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/253-Bocana-St-94110/home/69054812,San Francisco MLS,421579879,N,Y,37.7396255,-122.4181638
MLS Listing,,Condo/Co-op,352 San Carlos St,San Francisco,CA,94110,728000,2,1.0,San Francisco,743,,1900,8,980,380,Active,,,http://www.redfin.com/CA/San-Francisco/352-San-Carlos-St-94110/home/148070468,San Francisco MLS,421579467,N,Y,37.7577254,-122.4198982
MLS Listing,,Condo/Co-op,88 Townsend St #204,San Francisco,CA,94107,998000,1,1.0,San Francisco,740,37623,2004,8,1349,630,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/88-Townsend-St-94102/unit-204/home/12401654,San Francisco MLS,421579643,N,Y,37.7811985,-122.3906654
MLS Listing,,Multi-Family (2-4 Unit),6945 Geary Blvd,San Francisco,CA,94121,2400000,5,3.0,San Francisco,3319,1500,1941,8,723,,Active,August-7-2021 11:00 AM,August-7-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/6945-Geary-Blvd-94121/home/1573138,San Francisco MLS,421579888,N,Y,37.7794553,-122.4941401
MLS Listing,,Condo/Co-op,76 Collins St,San Francisco,CA,94118,2995000,3,3.0,San Francisco,2596,3832,1948,8,1154,319,Active,August-8-2021 11:00 AM,August-8-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/76-Collins-St-94118/home/110052014,San Francisco MLS,421579895,N,Y,37.7849691,-122.4499501
MLS Listing,,Condo/Co-op,201 Sansome St #905,San Francisco,CA,94104,725000,1,1.0,San Francisco,,5876,1909,8,,673,Active,,,http://www.redfin.com/CA/San-Francisco/201-Sansome-St-94104/unit-905/home/12402513,San Francisco MLS,421579335,N,Y,37.7922314,-122.4012282
MLS Listing,,Multi-Family (5+ Unit),51 - 73 Card Aly,San Francisco,CA,94133,2500000,0,,San Francisco,5391,3002,1905,8,464,,Active,,,http://www.redfin.com/CA/San-Francisco/51-Card-Aly-94133/unit-73/home/171967187,San Francisco MLS,421579877,N,Y,37.798888,-122.409581
MLS Listing,,Single Family Residential,610 Ortega St,San Francisco,CA,94122,4375000,4,4.5,San Francisco,3800,3968,1951,8,1151,,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/610-Ortega-St-94122/home/903952,San Francisco MLS,421575348,N,Y,37.7549076,-122.4701427
MLS Listing,,Condo/Co-op,451 Kansas St #448,SAN FRANCISCO,CA,94107,1248000,2,2.5,SAN FRANCISCO,1030,80311,2007,8,1212,636,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-448/home/23424279,MLSListings,ML81856017,N,Y,37.7639023,-122.4030146
MLS Listing,,Condo/Co-op,1543 Mcallister St #5,San Francisco,CA,94115,729000,1,1.0,San Francisco,663,3781,,8,1100,311,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1543-McAllister-St-94115/unit-5/home/1839055,San Francisco MLS,421576382,N,Y,37.77762,-122.43745
MLS Listing,,Single Family Residential,1833 10th Ave,San Francisco,CA,94122,2495000,3,2.0,San Francisco,3000,3000,1985,8,832,,Active,August-7-2021 12:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1833-10th-Ave-94122/home/1072117,San Francisco MLS,421578940,N,Y,37.7540282,-122.4669254
MLS Listing,,Condo/Co-op,9 Perego Ter #9,San Francisco,CA,94131,1175000,2,2.0,San Francisco,1280,36709,1962,8,918,467,Active,,,http://www.redfin.com/CA/San-Francisco/9-Perego-Ter-94131/unit-9/home/102815368,San Francisco MLS,421569346,N,Y,37.7506312,-122.4445564
MLS Listing,,Condo/Co-op,388 Fulton St #603,San Francisco,CA,94102,609000,0,1.0,San Francisco,326,12509,2016,8,1868,445,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-603/home/109464798,San Francisco MLS,421579810,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,373 Capp St,San Francisco,CA,94110,1195000,3,2.0,San Francisco,1400,2792,1906,8,854,250,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/373-Capp-St-94110/home/110028773,San Francisco MLS,421579803,N,Y,37.760767,-122.417851
MLS Listing,,Townhouse,1780 Bancroft Ave #554,San Francisco,CA,94124,563569,2,1.5,San Francisco,1117,100298,2009,8,505,433,Active,August-16-2021 05:00 PM,August-16-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1780-Bancroft-Ave-94124/unit-554/home/40457229,BAREIS,421578944,N,Y,37.7273744,-122.3956639
MLS Listing,,Multi-Family (2-4 Unit),,San Francisco,CA,94118,2250000,3,1.0,San Francisco,2355,3000,,8,955,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94118/home/2010408,San Francisco MLS,421575179,N,Y,37.7820959,-122.46352
MLS Listing,,Single Family Residential,111 Middlefield Dr,San Francisco,CA,94132,1780000,3,2.0,San Francisco,1415,3301,1950,8,1258,,Active,August-7-2021 01:30 PM,August-7-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/111-Middlefield-Dr-94132/home/1380910,San Francisco MLS,421579708,N,Y,37.7319845,-122.4865307
MLS Listing,,Single Family Residential,720 Laguna Honda Blvd,San Francisco,CA,94127,1995000,5,2.0,San Francisco,2289,3197,1927,8,872,,Active,August-7-2021 11:00 AM,August-7-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/720-Laguna-Honda-Blvd-94127/home/1989644,San Francisco MLS,421574917,N,Y,37.7444718,-122.4570075
MLS Listing,,Condo/Co-op,44 Lloyd St,San Francisco,CA,94117,1150000,2,1.0,San Francisco,,2400,1900,8,,330,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/44-Lloyd-St-94117/home/1777213,San Francisco MLS,421578066,N,Y,37.7698734,-122.4358306
MLS Listing,,Condo/Co-op,126 Clayton St,San Francisco,CA,94117,1595000,3,3.0,San Francisco,1916,2918,1908,8,832,310,Active,August-7-2021 11:00 AM,August-7-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/126-Clayton-St-94117/home/175896723,San Francisco MLS,421578680,N,Y,37.7741576,-122.4493525
MLS Listing,,Condo/Co-op,300 Berry St #1006,San Francisco,CA,94158,825000,1,1.0,San Francisco,693,,2009,8,1190,617,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-1006/home/23455304,San Francisco MLS,421576632,N,Y,37.77393,-122.396241
MLS Listing,,Condo/Co-op,250 King St #582,San Francisco,CA,94107,789000,1,1.0,San Francisco,882,213232,2004,8,895,862,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-582/home/22889665,San Francisco MLS,421579066,N,Y,37.7781222,-122.3932903
